reporter,partner,value,year,source,axis,product_code,sub_category,unit
JP,ZW,928940.859,2022,un_comtrade,critical_inputs,2610,chromium_ore,USD
JP,SG,888169.066,2023,un_comtrade,critical_inputs,2804,silicon,USD
JP,TR,847419.203,2023,un_comtrade,critical_inputs,2610,chromium_ore,USD
JP,GB,816741.558,2022,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,MX,787668.905,2022,un_comtrade,critical_inputs,2836,lithium_carbonate,USD
JP,RU,774102.173,2022,un_comtrade,critical_inputs,2804,silicon,USD
JP,CA,741234.67,2023,un_comtrade,critical_inputs,8108,titanium_unwrought,USD
JP,SG,728579.079,2023,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,DE,700800.759,2022,un_comtrade,critical_inputs,2846,rare_earth_compounds,USD
JP,CA,675821.352,2023,un_comtrade,critical_inputs,2504,natural_graphite,USD
